"papp","at"
"291.7692307692308","2024-02-25 12:43:00+00"
"286.53846153846155","2024-02-25 12:44:00+00"
"289.6923076923077","2024-02-25 12:45:00+00"
"290","2024-02-25 12:46:00+00"
"275.2307692307692","2024-02-25 12:47:00+00"
"286.962962962963","2024-02-25 12:48:00+00"
"279.34615384615387","2024-02-25 12:49:00+00"
"288.61538461538464","2024-02-25 12:50:00+00"
"286.11538461538464","2024-02-25 12:51:00+00"
"277.34615384615387","2024-02-25 12:52:00+00"
"284.6923076923077","2024-02-25 12:53:00+00"
"278.2692307692308","2024-02-25 12:54:00+00"
"278.96153846153845","2024-02-25 12:55:00+00"
"285.46153846153845","2024-02-25 12:56:00+00"
"283.2307692307692","2024-02-25 12:57:00+00"
"286.6923076923077","2024-02-25 12:58:00+00"
"277.7692307692308","2024-02-25 12:59:00+00"
"281.61538461538464","2024-02-25 13:00:00+00"
"276.46153846153845","2024-02-25 13:01:00+00"
"288","2024-02-25 13:02:00+00"
"280.6923076923077","2024-02-25 13:03:00+00"
"280.9230769230769","2024-02-25 13:04:00+00"
"278.11538461538464","2024-02-25 13:05:00+00"
"278","2024-02-25 13:06:00+00"
"283.7692307692308","2024-02-25 13:07:00+00"
"281.11538461538464","2024-02-25 13:08:00+00"
"283.88461538461536","2024-02-25 13:09:00+00"
"287.84615384615387","2024-02-25 13:10:00+00"
"278.7692307692308","2024-02-25 13:11:00+00"
"280.7692307692308","2024-02-25 13:12:00+00"
"279.15384615384613","2024-02-25 13:13:00+00"
"282.6923076923077","2024-02-25 13:14:00+00"
"285.77777777777777","2024-02-25 13:15:00+00"
"276.38461538461536","2024-02-25 13:16:00+00"
"284.65384615384613","2024-02-25 13:17:00+00"
"279.2307692307692","2024-02-25 13:18:00+00"
"288.61538461538464","2024-02-25 13:19:00+00"
"291.88461538461536","2024-02-25 13:20:00+00"
"282.38461538461536","2024-02-25 13:21:00+00"
"290.65384615384613","2024-02-25 13:22:00+00"
"272.53846153846155","2024-02-25 13:23:00+00"
"285.7692307692308","2024-02-25 13:24:00+00"
"281.46153846153845","2024-02-25 13:25:00+00"
"288.38461538461536","2024-02-25 13:26:00+00"
"300.0769230769231","2024-02-25 13:27:00+00"
"289.46153846153845","2024-02-25 13:28:00+00"
"294.7692307692308","2024-02-25 13:29:00+00"
"289.46153846153845","2024-02-25 13:30:00+00"
"280.6923076923077","2024-02-25 13:31:00+00"
"281.84615384615387","2024-02-25 13:32:00+00"
"278.3076923076923","2024-02-25 13:33:00+00"
"280.7692307692308","2024-02-25 13:34:00+00"
"276.38461538461536","2024-02-25 13:35:00+00"
"273.22222222222223","2024-02-25 13:36:00+00"
"274.9230769230769","2024-02-25 13:37:00+00"
"288.46153846153845","2024-02-25 13:38:00+00"
"281.3076923076923","2024-02-25 13:39:00+00"
"279.0769230769231","2024-02-25 13:40:00+00"
"270.34615384615387","2024-02-25 13:41:00+00"
"275.7692307692308","2024-02-25 13:42:00+00"
"276.96153846153845","2024-02-25 13:43:00+00"
"276.03846153846155","2024-02-25 13:44:00+00"
"286.5769230769231","2024-02-25 13:45:00+00"
"275.48","2024-02-25 13:46:00+00"
"278.7037037037037","2024-02-25 13:47:00+00"
"271.3076923076923","2024-02-25 13:48:00+00"
"274.84615384615387","2024-02-25 13:49:00+00"
"286.53846153846155","2024-02-25 13:50:00+00"
"273.53846153846155","2024-02-25 13:51:00+00"
"292.2307692307692","2024-02-25 13:52:00+00"
"280.5","2024-02-25 13:53:00+00"
"278.0769230769231","2024-02-25 13:54:00+00"
"284.7307692307692","2024-02-25 13:55:00+00"
"280.1923076923077","2024-02-25 13:56:00+00"
"287.6923076923077","2024-02-25 13:57:00+00"
"282.2307692307692","2024-02-25 13:58:00+00"
"279.11538461538464","2024-02-25 13:59:00+00"
"283.61538461538464","2024-02-25 14:00:00+00"
"291.38461538461536","2024-02-25 14:01:00+00"
"299.38461538461536","2024-02-25 14:02:00+00"
"300","2024-02-25 14:03:00+00"
"291.6923076923077","2024-02-25 14:04:00+00"
"279.9230769230769","2024-02-25 14:05:00+00"
"277.15384615384613","2024-02-25 14:06:00+00"
"279.7692307692308","2024-02-25 14:07:00+00"
"284.61538461538464","2024-02-25 14:08:00+00"
"279.46153846153845","2024-02-25 14:09:00+00"
"288.2307692307692","2024-02-25 14:10:00+00"
"272.65384615384613","2024-02-25 14:11:00+00"
"274.7692307692308","2024-02-25 14:12:00+00"
"281.46153846153845","2024-02-25 14:13:00+00"
"276.46153846153845","2024-02-25 14:14:00+00"
"285.2307692307692","2024-02-25 14:15:00+00"
"281.3703703703704","2024-02-25 14:16:00+00"
"273.3076923076923","2024-02-25 14:17:00+00"
"274.9230769230769","2024-02-25 14:18:00+00"
"276.9230769230769","2024-02-25 14:19:00+00"
"279.88461538461536","2024-02-25 14:20:00+00"
"280","2024-02-25 14:21:00+00"
"285.7692307692308","2024-02-25 14:22:00+00"
"278.61538461538464","2024-02-25 14:23:00+00"
"275.2307692307692","2024-02-25 14:24:00+00"
"278.6923076923077","2024-02-25 14:25:00+00"
"282.84615384615387","2024-02-25 14:26:00+00"
"287.61538461538464","2024-02-25 14:27:00+00"
"281.2692307692308","2024-02-25 14:28:00+00"
"281","2024-02-25 14:29:00+00"
"281","2024-02-25 14:30:00+00"
"280.03846153846155","2024-02-25 14:31:00+00"
"288.65384615384613","2024-02-25 14:32:00+00"
"278.4230769230769","2024-02-25 14:33:00+00"
"289.53846153846155","2024-02-25 14:34:00+00"
"288.0769230769231","2024-02-25 14:35:00+00"
"289.9230769230769","2024-02-25 14:36:00+00"
"296.7307692307692","2024-02-25 14:37:00+00"
"287.38461538461536","2024-02-25 14:38:00+00"
"290.84615384615387","2024-02-25 14:39:00+00"
"272.53846153846155","2024-02-25 14:40:00+00"
"278.38461538461536","2024-02-25 14:41:00+00"
"277.15384615384613","2024-02-25 14:42:00+00"
"270.53846153846155","2024-02-25 14:43:00+00"
"283.84615384615387","2024-02-25 14:44:00+00"
"279.46153846153845","2024-02-25 14:45:00+00"
"286.4074074074074","2024-02-25 14:46:00+00"
"275.46153846153845","2024-02-25 14:47:00+00"
"273.08","2024-02-25 14:48:00+00"
"280.4074074074074","2024-02-25 14:49:00+00"
"285.8076923076923","2024-02-25 14:50:00+00"
"286.96153846153845","2024-02-25 14:51:00+00"
"282.1923076923077","2024-02-25 14:52:00+00"
"276.2307692307692","2024-02-25 14:53:00+00"
"278.88461538461536","2024-02-25 14:54:00+00"
"280.9230769230769","2024-02-25 14:55:00+00"
"280.03846153846155","2024-02-25 14:56:00+00"
"279.03846153846155","2024-02-25 14:57:00+00"
"284.53846153846155","2024-02-25 14:58:00+00"
"275.7692307692308","2024-02-25 14:59:00+00"
"282.38461538461536","2024-02-25 15:00:00+00"
"273.7692307692308","2024-02-25 15:01:00+00"
"284.1111111111111","2024-02-25 15:02:00+00"
"284.03846153846155","2024-02-25 15:03:00+00"
"275.34615384615387","2024-02-25 15:04:00+00"
"283.3076923076923","2024-02-25 15:05:00+00"
"272","2024-02-25 15:06:00+00"
"277.46153846153845","2024-02-25 15:07:00+00"
"279.84615384615387","2024-02-25 15:08:00+00"
"293.84615384615387","2024-02-25 15:09:00+00"
"297.7692307692308","2024-02-25 15:10:00+00"
"286.9230769230769","2024-02-25 15:11:00+00"
"295.2307692307692","2024-02-25 15:12:00+00"
"289.53846153846155","2024-02-25 15:13:00+00"
"285.15384615384613","2024-02-25 15:14:00+00"
"285","2024-02-25 15:15:00+00"
"280.1923076923077","2024-02-25 15:16:00+00"
"278.0769230769231","2024-02-25 15:17:00+00"
"274.15384615384613","2024-02-25 15:18:00+00"
"278.61538461538464","2024-02-25 15:19:00+00"
"278.0769230769231","2024-02-25 15:20:00+00"
"278","2024-02-25 15:21:00+00"
"284.46153846153845","2024-02-25 15:22:00+00"
"271.15384615384613","2024-02-25 15:23:00+00"
"272.77777777777777","2024-02-25 15:24:00+00"
"273.96153846153845","2024-02-25 15:25:00+00"
"279.7692307692308","2024-02-25 15:26:00+00"
"280","2024-02-25 15:27:00+00"
"278.0769230769231","2024-02-25 15:28:00+00"
"278","2024-02-25 15:29:00+00"
"275.11538461538464","2024-02-25 15:30:00+00"
"278.84615384615387","2024-02-25 15:31:00+00"
"288.61538461538464","2024-02-25 15:32:00+00"
"287.0769230769231","2024-02-25 15:33:00+00"
"282.2","2024-02-25 15:34:00+00"
"279.2307692307692","2024-02-25 15:35:00+00"
"270.6923076923077","2024-02-25 15:36:00+00"
"279.2307692307692","2024-02-25 15:37:00+00"
"280.9230769230769","2024-02-25 15:38:00+00"
"277.2962962962963","2024-02-25 15:39:00+00"
"287.5769230769231","2024-02-25 15:40:00+00"
"275.5","2024-02-25 15:41:00+00"
"277.7692307692308","2024-02-25 15:42:00+00"
"286.3076923076923","2024-02-25 15:43:00+00"
"290.6923076923077","2024-02-25 15:44:00+00"
"295.61538461538464","2024-02-25 15:45:00+00"
"288.5925925925926","2024-02-25 15:46:00+00"
"288.96153846153845","2024-02-25 15:47:00+00"
"273.61538461538464","2024-02-25 15:48:00+00"
"273","2024-02-25 15:49:00+00"
"283.5769230769231","2024-02-25 15:50:00+00"
"275.34615384615387","2024-02-25 15:51:00+00"
"278.84","2024-02-25 15:52:00+00"
"269.7692307692308","2024-02-25 15:53:00+00"
"274.53846153846155","2024-02-25 15:54:00+00"
"274.0769230769231","2024-02-25 15:55:00+00"
"275.84615384615387","2024-02-25 15:56:00+00"
"279.84615384615387","2024-02-25 15:57:00+00"
"273.2692307692308","2024-02-25 15:58:00+00"
"271.0769230769231","2024-02-25 15:59:00+00"
"270.0769230769231","2024-02-25 16:00:00+00"
"271.85185185185185","2024-02-25 16:01:00+00"
"281.61538461538464","2024-02-25 16:02:00+00"
"275.2692307692308","2024-02-25 16:03:00+00"
"291.34615384615387","2024-02-25 16:04:00+00"
"298.7307692307692","2024-02-25 16:05:00+00"
"297.0769230769231","2024-02-25 16:06:00+00"
"330.65384615384613","2024-02-25 16:07:00+00"
"324.61538461538464","2024-02-25 16:08:00+00"
"334.15384615384613","2024-02-25 16:09:00+00"
"324.84615384615387","2024-02-25 16:10:00+00"
"322.15384615384613","2024-02-25 16:11:00+00"
"331.2307692307692","2024-02-25 16:12:00+00"
"323.6923076923077","2024-02-25 16:13:00+00"
"335.9230769230769","2024-02-25 16:14:00+00"
"331.46153846153845","2024-02-25 16:15:00+00"
"331.9230769230769","2024-02-25 16:16:00+00"
"332.9230769230769","2024-02-25 16:17:00+00"
"321","2024-02-25 16:18:00+00"
"341.2307692307692","2024-02-25 16:19:00+00"
"340.11538461538464","2024-02-25 16:20:00+00"
"343.6923076923077","2024-02-25 16:21:00+00"
"349.55555555555554","2024-02-25 16:22:00+00"
"334.61538461538464","2024-02-25 16:23:00+00"
"346.5","2024-02-25 16:24:00+00"
"338.6923076923077","2024-02-25 16:25:00+00"
"335.2307692307692","2024-02-25 16:26:00+00"
"332.2307692307692","2024-02-25 16:27:00+00"
"322.7692307692308","2024-02-25 16:28:00+00"
"328.46153846153845","2024-02-25 16:29:00+00"
"319.7692307692308","2024-02-25 16:30:00+00"
"324.53846153846155","2024-02-25 16:31:00+00"
"332.38461538461536","2024-02-25 16:32:00+00"
"325.61538461538464","2024-02-25 16:33:00+00"
"335.15384615384613","2024-02-25 16:34:00+00"
"321.2307692307692","2024-02-25 16:35:00+00"
"322.7692307692308","2024-02-25 16:36:00+00"
"329.46153846153845","2024-02-25 16:37:00+00"
"331.84615384615387","2024-02-25 16:38:00+00"
"352.3076923076923","2024-02-25 16:39:00+00"
"336.46153846153845","2024-02-25 16:40:00+00"
"341.46153846153845","2024-02-25 16:41:00+00"
"338.2962962962963","2024-02-25 16:42:00+00"
"332.2307692307692","2024-02-25 16:43:00+00"
"347.38461538461536","2024-02-25 16:44:00+00"
"338.38461538461536","2024-02-25 16:45:00+00"
"343.7692307692308","2024-02-25 16:46:00+00"
"329.2307692307692","2024-02-25 16:47:00+00"
"321.2692307692308","2024-02-25 16:48:00+00"
"328.6923076923077","2024-02-25 16:49:00+00"
"321.3076923076923","2024-02-25 16:50:00+00"
"337.34615384615387","2024-02-25 16:51:00+00"
"329.6923076923077","2024-02-25 16:52:00+00"
"320.6923076923077","2024-02-25 16:53:00+00"
"327.6923076923077","2024-02-25 16:54:00+00"
"319.34615384615387","2024-02-25 16:55:00+00"
"332.46153846153845","2024-02-25 16:56:00+00"
"330.2307692307692","2024-02-25 16:57:00+00"
"333.6923076923077","2024-02-25 16:58:00+00"
"342.3076923076923","2024-02-25 16:59:00+00"
"331","2024-02-25 17:00:00+00"
"343.84615384615387","2024-02-25 17:01:00+00"
"344.0769230769231","2024-02-25 17:02:00+00"
"340.2962962962963","2024-02-25 17:03:00+00"
"347.6923076923077","2024-02-25 17:04:00+00"
"330.6923076923077","2024-02-25 17:05:00+00"
"343.46153846153845","2024-02-25 17:06:00+00"
"341.11538461538464","2024-02-25 17:07:00+00"
"338.11538461538464","2024-02-25 17:08:00+00"
"339.9230769230769","2024-02-25 17:09:00+00"
"327.5","2024-02-25 17:10:00+00"
"331.8076923076923","2024-02-25 17:11:00+00"
"316.61538461538464","2024-02-25 17:12:00+00"
"330.7692307692308","2024-02-25 17:13:00+00"
"328.3076923076923","2024-02-25 17:14:00+00"
"333.7692307692308","2024-02-25 17:15:00+00"
"329.1923076923077","2024-02-25 17:16:00+00"
"315.53846153846155","2024-02-25 17:17:00+00"
"324.61538461538464","2024-02-25 17:18:00+00"
"316.34615384615387","2024-02-25 17:19:00+00"
"334.2692307692308","2024-02-25 17:20:00+00"
"339.8076923076923","2024-02-25 17:21:00+00"
"333.2692307692308","2024-02-25 17:22:00+00"
"338.7692307692308","2024-02-25 17:23:00+00"
"328.4230769230769","2024-02-25 17:24:00+00"
"338.5769230769231","2024-02-25 17:25:00+00"
"339","2024-02-25 17:26:00+00"
"342.84615384615387","2024-02-25 17:27:00+00"
"334.34615384615387","2024-02-25 17:28:00+00"
"329.1923076923077","2024-02-25 17:29:00+00"
"324.38461538461536","2024-02-25 17:30:00+00"
"332.3076923076923","2024-02-25 17:31:00+00"
"331.15384615384613","2024-02-25 17:32:00+00"
"329.15384615384613","2024-02-25 17:33:00+00"
"332.6923076923077","2024-02-25 17:34:00+00"
"321.8888888888889","2024-02-25 17:35:00+00"
"321.96","2024-02-25 17:36:00+00"
"329.38461538461536","2024-02-25 17:37:00+00"
"324.44444444444446","2024-02-25 17:38:00+00"
"337.44","2024-02-25 17:39:00+00"
"327.84615384615387","2024-02-25 17:40:00+00"
"337.15384615384613","2024-02-25 17:41:00+00"
"339.84615384615387","2024-02-25 17:42:00+00"
"332.61538461538464","2024-02-25 17:43:00+00"
"348.61538461538464","2024-02-25 17:44:00+00"
"340.7692307692308","2024-02-25 17:45:00+00"
"340","2024-02-25 17:46:00+00"
"342.7692307692308","2024-02-25 17:47:00+00"
"333.74074074074076","2024-02-25 17:48:00+00"
"333","2024-02-25 17:49:00+00"
"335.88461538461536","2024-02-25 17:50:00+00"
"327.36","2024-02-25 17:51:00+00"
"339","2024-02-25 17:52:00+00"
"326.15384615384613","2024-02-25 17:53:00+00"
"323.14814814814815","2024-02-25 17:54:00+00"
"333.5769230769231","2024-02-25 17:55:00+00"
"327.2692307692308","2024-02-25 17:56:00+00"
"331.8076923076923","2024-02-25 17:57:00+00"
"331.03846153846155","2024-02-25 17:58:00+00"
"321.4","2024-02-25 17:59:00+00"
"325.6296296296296","2024-02-25 18:00:00+00"
"323.12","2024-02-25 18:01:00+00"
"338.6923076923077","2024-02-25 18:02:00+00"
"347.38461538461536","2024-02-25 18:03:00+00"
"343.38461538461536","2024-02-25 18:04:00+00"
"336.53846153846155","2024-02-25 18:05:00+00"
"336.9230769230769","2024-02-25 18:06:00+00"
"345.3076923076923","2024-02-25 18:07:00+00"
"339.51851851851853","2024-02-25 18:08:00+00"
"336.11538461538464","2024-02-25 18:09:00+00"
"332.15384615384613","2024-02-25 18:10:00+00"
"321.4230769230769","2024-02-25 18:11:00+00"
"326.7692307692308","2024-02-25 18:12:00+00"
"320.2692307692308","2024-02-25 18:13:00+00"
"326.7307692307692","2024-02-25 18:14:00+00"
"334.38461538461536","2024-02-25 18:15:00+00"
"323","2024-02-25 18:16:00+00"
"325.6923076923077","2024-02-25 18:17:00+00"
"318.61538461538464","2024-02-25 18:18:00+00"
"322.61538461538464","2024-02-25 18:19:00+00"
"334.0769230769231","2024-02-25 18:20:00+00"
"333.15384615384613","2024-02-25 18:21:00+00"
"345.9230769230769","2024-02-25 18:22:00+00"
"337.7692307692308","2024-02-25 18:23:00+00"
"336.0769230769231","2024-02-25 18:24:00+00"
"340.61538461538464","2024-02-25 18:25:00+00"
"341","2024-02-25 18:26:00+00"
"340.03846153846155","2024-02-25 18:27:00+00"
"341.9230769230769","2024-02-25 18:28:00+00"
"324.6923076923077","2024-02-25 18:29:00+00"
"332.65384615384613","2024-02-25 18:30:00+00"
"321.46153846153845","2024-02-25 18:31:00+00"
"330.61538461538464","2024-02-25 18:32:00+00"
"331","2024-02-25 18:33:00+00"
"327.3076923076923","2024-02-25 18:34:00+00"
"331.8076923076923","2024-02-25 18:35:00+00"
"318.53846153846155","2024-02-25 18:36:00+00"
"332.4230769230769","2024-02-25 18:37:00+00"
"333.96153846153845","2024-02-25 18:38:00+00"
"324.7692307692308","2024-02-25 18:39:00+00"
"340.61538461538464","2024-02-25 18:40:00+00"
"326.3076923076923","2024-02-25 18:41:00+00"
"332.38461538461536","2024-02-25 18:42:00+00"
"345.9230769230769","2024-02-25 18:43:00+00"
"338.6923076923077","2024-02-25 18:44:00+00"
"347.2307692307692","2024-02-25 18:45:00+00"
"348","2024-02-25 18:46:00+00"
"328.61538461538464","2024-02-25 18:47:00+00"
"332.53846153846155","2024-02-25 18:48:00+00"
"321.9230769230769","2024-02-25 18:49:00+00"
"328.38461538461536","2024-02-25 18:50:00+00"
"341.9230769230769","2024-02-25 18:51:00+00"
"328.2307692307692","2024-02-25 18:52:00+00"
"327.9259259259259","2024-02-25 18:53:00+00"
"329.9230769230769","2024-02-25 18:54:00+00"
"320.38461538461536","2024-02-25 18:55:00+00"
"334.4230769230769","2024-02-25 18:56:00+00"
"335","2024-02-25 18:57:00+00"
"325.38461538461536","2024-02-25 18:58:00+00"
"331.7307692307692","2024-02-25 18:59:00+00"
"324.3076923076923","2024-02-25 19:00:00+00"
"334.5769230769231","2024-02-25 19:01:00+00"
"348.84615384615387","2024-02-25 19:02:00+00"
"336.53846153846155","2024-02-25 19:03:00+00"
"350.4230769230769","2024-02-25 19:04:00+00"
"338.5","2024-02-25 19:05:00+00"
"335.2307692307692","2024-02-25 19:06:00+00"
"342.6923076923077","2024-02-25 19:07:00+00"
"326.38461538461536","2024-02-25 19:08:00+00"
"337","2024-02-25 19:09:00+00"
"331.53846153846155","2024-02-25 19:10:00+00"
"324.53846153846155","2024-02-25 19:11:00+00"
"332.3076923076923","2024-02-25 19:12:00+00"
"322.81481481481484","2024-02-25 19:13:00+00"
"330.65384615384613","2024-02-25 19:14:00+00"
"333.88461538461536","2024-02-25 19:15:00+00"
"326.3076923076923","2024-02-25 19:16:00+00"
"329.6923076923077","2024-02-25 19:17:00+00"
"326.15384615384613","2024-02-25 19:18:00+00"
"318.3076923076923","2024-02-25 19:19:00+00"
"335.3076923076923","2024-02-25 19:20:00+00"
"336","2024-02-25 19:21:00+00"
"340.8076923076923","2024-02-25 19:22:00+00"
"343.88461538461536","2024-02-25 19:23:00+00"
"330.53846153846155","2024-02-25 19:24:00+00"
"341.53846153846155","2024-02-25 19:25:00+00"
"340.0769230769231","2024-02-25 19:26:00+00"
"323.65384615384613","2024-02-25 19:27:00+00"
"338.38461538461536","2024-02-25 19:28:00+00"
"325.53846153846155","2024-02-25 19:29:00+00"
"322.11538461538464","2024-02-25 19:30:00+00"
"334.5","2024-02-25 19:31:00+00"
"327.3076923076923","2024-02-25 19:32:00+00"
"333.7307692307692","2024-02-25 19:33:00+00"
"332.0769230769231","2024-02-25 19:34:00+00"
"318.53846153846155","2024-02-25 19:35:00+00"
"329.0769230769231","2024-02-25 19:36:00+00"
"328.15384615384613","2024-02-25 19:37:00+00"
"335.4074074074074","2024-02-25 19:38:00+00"
"317.7307692307692","2024-02-25 19:39:00+00"
"307.4","2024-02-25 19:40:00+00"
"319.037037037037","2024-02-25 19:41:00+00"
"311.34615384615387","2024-02-25 19:42:00+00"
"314.84615384615387","2024-02-25 19:43:00+00"
"321.7307692307692","2024-02-25 19:44:00+00"
"316.2307692307692","2024-02-25 19:45:00+00"
"320.8076923076923","2024-02-25 19:46:00+00"
"316.1923076923077","2024-02-25 19:47:00+00"
"302.53846153846155","2024-02-25 19:48:00+00"
"309.6923076923077","2024-02-25 19:49:00+00"
"310","2024-02-25 19:50:00+00"
"307.11538461538464","2024-02-25 19:51:00+00"
"337.7692307692308","2024-02-25 19:52:00+00"
"327.46153846153845","2024-02-25 19:53:00+00"
"339.5","2024-02-25 19:54:00+00"
"329.4230769230769","2024-02-25 19:55:00+00"
"336.6923076923077","2024-02-25 19:56:00+00"
"337.96153846153845","2024-02-25 19:57:00+00"
"330.61538461538464","2024-02-25 19:58:00+00"
"329.0769230769231","2024-02-25 19:59:00+00"
"335.46153846153845","2024-02-25 20:00:00+00"
"339.6923076923077","2024-02-25 20:01:00+00"
"346.48148148148147","2024-02-25 20:02:00+00"
"347.96153846153845","2024-02-25 20:03:00+00"
"341.2692307692308","2024-02-25 20:04:00+00"
"338.11538461538464","2024-02-25 20:05:00+00"
"343.7692307692308","2024-02-25 20:06:00+00"
"354.15384615384613","2024-02-25 20:07:00+00"
"353.0769230769231","2024-02-25 20:08:00+00"
"354.9230769230769","2024-02-25 20:09:00+00"
"358.6923076923077","2024-02-25 20:10:00+00"
"339.61538461538464","2024-02-25 20:11:00+00"
"326","2024-02-25 20:12:00+00"
"322.2307692307692","2024-02-25 20:13:00+00"
"328.46153846153845","2024-02-25 20:14:00+00"
"333.61538461538464","2024-02-25 20:15:00+00"
"323.84615384615387","2024-02-25 20:16:00+00"
"327.61538461538464","2024-02-25 20:17:00+00"
"318.7692307692308","2024-02-25 20:18:00+00"
"320.77777777777777","2024-02-25 20:19:00+00"
"334.46153846153845","2024-02-25 20:20:00+00"
"332.11538461538464","2024-02-25 20:21:00+00"
"347.38461538461536","2024-02-25 20:22:00+00"
"343.1923076923077","2024-02-25 20:23:00+00"
"334.6923076923077","2024-02-25 20:24:00+00"
"342.3333333333333","2024-02-25 20:25:00+00"
"342.03846153846155","2024-02-25 20:26:00+00"
"342","2024-02-25 20:27:00+00"
"329.5","2024-02-25 20:28:00+00"
"329","2024-02-25 20:29:00+00"
"325.15384615384613","2024-02-25 20:30:00+00"
"325","2024-02-25 20:31:00+00"
"332.38461538461536","2024-02-25 20:32:00+00"
"331.14814814814815","2024-02-25 20:33:00+00"
"333.88461538461536","2024-02-25 20:34:00+00"
"330.15384615384613","2024-02-25 20:35:00+00"
"326.16","2024-02-25 20:36:00+00"
"326.9259259259259","2024-02-25 20:37:00+00"
"336.61538461538464","2024-02-25 20:38:00+00"
"328.34615384615387","2024-02-25 20:39:00+00"
"346.46153846153845","2024-02-25 20:40:00+00"
"338.7692307692308","2024-02-25 20:41:00+00"
"343.55555555555554","2024-02-25 20:42:00+00"
"343.03846153846155","2024-02-25 20:43:00+00"
"341.0769230769231","2024-02-25 20:44:00+00"
"352.53846153846155","2024-02-25 20:45:00+00"
"330.88461538461536","2024-02-25 20:46:00+00"
"327.2307692307692","2024-02-25 20:47:00+00"
"327","2024-02-25 20:48:00+00"
"318.34615384615387","2024-02-25 20:49:00+00"
"332.4230769230769","2024-02-25 20:50:00+00"
"326.2692307692308","2024-02-25 20:51:00+00"
"326.96153846153845","2024-02-25 20:52:00+00"
"329.7692307692308","2024-02-25 20:53:00+00"
"319.84615384615387","2024-02-25 20:54:00+00"
"331","2024-02-25 20:55:00+00"
"332","2024-02-25 20:56:00+00"
"328.15384615384613","2024-02-25 20:57:00+00"
"329.9230769230769","2024-02-25 20:58:00+00"
"323.2692307692308","2024-02-25 20:59:00+00"
"331.65384615384613","2024-02-25 21:00:00+00"
"335.6923076923077","2024-02-25 21:01:00+00"
"344.3333333333333","2024-02-25 21:02:00+00"
"339.24","2024-02-25 21:03:00+00"
"333.46153846153845","2024-02-25 21:04:00+00"
"338.53846153846155","2024-02-25 21:05:00+00"
"319.55555555555554","2024-02-25 21:06:00+00"
"327.61538461538464","2024-02-25 21:07:00+00"
"333.7692307692308","2024-02-25 21:08:00+00"
"330.15384615384613","2024-02-25 21:09:00+00"
"331.9230769230769","2024-02-25 21:10:00+00"
"327.1923076923077","2024-02-25 21:11:00+00"
"325.0769230769231","2024-02-25 21:12:00+00"
"327.88461538461536","2024-02-25 21:13:00+00"
"334.7307692307692","2024-02-25 21:14:00+00"
"334.03846153846155","2024-02-25 21:15:00+00"
"334.96153846153845","2024-02-25 21:16:00+00"
"323.48","2024-02-25 21:17:00+00"
"331.3076923076923","2024-02-25 21:18:00+00"
"342.15384615384613","2024-02-25 21:19:00+00"
"345.7692307692308","2024-02-25 21:20:00+00"
"346.9259259259259","2024-02-25 21:21:00+00"
"344.11538461538464","2024-02-25 21:22:00+00"
"339.1923076923077","2024-02-25 21:23:00+00"
"342.6923076923077","2024-02-25 21:24:00+00"
"333.7692307692308","2024-02-25 21:25:00+00"
"333","2024-02-25 21:26:00+00"
"334.84615384615387","2024-02-25 21:27:00+00"
"333.15384615384613","2024-02-25 21:28:00+00"
"325.61538461538464","2024-02-25 21:29:00+00"
"324.0740740740741","2024-02-25 21:30:00+00"
"325.92","2024-02-25 21:31:00+00"
"329.7037037037037","2024-02-25 21:32:00+00"
"328.0769230769231","2024-02-25 21:33:00+00"
"328.96153846153845","2024-02-25 21:34:00+00"
"322.2692307692308","2024-02-25 21:35:00+00"
"326.8076923076923","2024-02-25 21:36:00+00"
"320.28","2024-02-25 21:37:00+00"
"329.2307692307692","2024-02-25 21:38:00+00"
"349.38461538461536","2024-02-25 21:39:00+00"
"337.15384615384613","2024-02-25 21:40:00+00"
"338.7692307692308","2024-02-25 21:41:00+00"
"336.2307692307692","2024-02-25 21:42:00+00"
"333.22222222222223","2024-02-25 21:43:00+00"
"333.96153846153845","2024-02-25 21:44:00+00"
"324.7142857142857","2024-02-25 21:45:00+00"
"344","2024-02-25 22:02:00+00"
"343.03846153846155","2024-02-25 22:03:00+00"
"336.2692307692308","2024-02-25 22:04:00+00"
"328.3076923076923","2024-02-25 22:05:00+00"
"327.0769230769231","2024-02-25 22:06:00+00"
"331.61538461538464","2024-02-25 22:07:00+00"
"332","2024-02-25 22:08:00+00"
"335.6923076923077","2024-02-25 22:09:00+00"
"333.22222222222223","2024-02-25 22:10:00+00"
"326.2692307692308","2024-02-25 22:11:00+00"
"330.8076923076923","2024-02-25 22:12:00+00"
"327.15384615384613","2024-02-25 22:13:00+00"
"328.9230769230769","2024-02-25 22:14:00+00"
"335.7307692307692","2024-02-25 22:15:00+00"
"327.34615384615387","2024-02-25 22:16:00+00"
"334.6923076923077","2024-02-25 22:17:00+00"
"335","2024-02-25 22:18:00+00"
"334.04","2024-02-25 22:19:00+00"
"346","2024-02-25 22:20:00+00"
"346.0769230769231","2024-02-25 22:21:00+00"
"341.38461538461536","2024-02-25 22:22:00+00"
"328.0769230769231","2024-02-25 22:23:00+00"
"327.9230769230769","2024-02-25 22:24:00+00"
"326.15384615384613","2024-02-25 22:25:00+00"
"326.9259259259259","2024-02-25 22:26:00+00"
"329.88461538461536","2024-02-25 22:27:00+00"
"328.0769230769231","2024-02-25 22:28:00+00"
"320.3076923076923","2024-02-25 22:29:00+00"
"324.8076923076923","2024-02-25 22:30:00+00"
"318.2692307692308","2024-02-25 22:31:00+00"
