"papp","at"
"922.7692307692307","2024-03-12 08:35:00+00"
"909.6","2024-03-12 08:36:00+00"
"905.3076923076923","2024-03-12 08:37:00+00"
"906.8461538461538","2024-03-12 08:38:00+00"
"898.6923076923077","2024-03-12 08:39:00+00"
"898","2024-03-12 08:40:00+00"
"904.4615384615385","2024-03-12 08:41:00+00"
"895.7692307692307","2024-03-12 08:42:00+00"
"897.7692307692307","2024-03-12 08:43:00+00"
"889.6923076923077","2024-03-12 08:44:00+00"
"895.4814814814815","2024-03-12 08:45:00+00"
"883.5","2024-03-12 08:46:00+00"
"875.6153846153846","2024-03-12 08:47:00+00"
"887","2024-03-12 08:48:00+00"
"886.1538461538462","2024-03-12 08:49:00+00"
"884.1538461538462","2024-03-12 08:50:00+00"
"891.3846153846154","2024-03-12 08:51:00+00"
"891.08","2024-03-12 08:52:00+00"
"882.6923076923077","2024-03-12 08:53:00+00"
"884.7692307692307","2024-03-12 08:54:00+00"
"889.6153846153846","2024-03-12 08:55:00+00"
"889.0769230769231","2024-03-12 08:56:00+00"
"886.2307692307693","2024-03-12 08:57:00+00"
"886","2024-03-12 08:58:00+00"
"882.3076923076923","2024-03-12 08:59:00+00"
"886.6153846153846","2024-03-12 09:00:00+00"
"883.3076923076923","2024-03-12 09:01:00+00"
"872.8461538461538","2024-03-12 09:02:00+00"
"878.4615384615385","2024-03-12 09:03:00+00"
"879.9230769230769","2024-03-12 09:04:00+00"
"884.6153846153846","2024-03-12 09:05:00+00"
"879.4615384615385","2024-03-12 09:06:00+00"
"888.2307692307693","2024-03-12 09:07:00+00"
"886.2222222222222","2024-03-12 09:08:00+00"
"903.3076923076923","2024-03-12 09:09:00+00"
"896.3076923076923","2024-03-12 09:10:00+00"
"905.6153846153846","2024-03-12 09:11:00+00"
"892.5384615384615","2024-03-12 09:12:00+00"
"892","2024-03-12 09:13:00+00"
"876.6153846153846","2024-03-12 09:14:00+00"
"918.4615384615385","2024-03-12 09:15:00+00"
"904.4615384615385","2024-03-12 09:16:00+00"
"892.8461538461538","2024-03-12 09:17:00+00"
"883.6923076923077","2024-03-12 09:18:00+00"
"883.9615384615385","2024-03-12 09:19:00+00"
"865.5384615384615","2024-03-12 09:20:00+00"
"883.3846153846154","2024-03-12 09:21:00+00"
"881.1538461538462","2024-03-12 09:22:00+00"
"890.6","2024-03-12 09:23:00+00"
"903","2024-03-12 09:24:00+00"
"905.8461538461538","2024-03-12 09:25:00+00"
"909.6923076923077","2024-03-12 09:26:00+00"
"906.2962962962963","2024-03-12 09:27:00+00"
"917.5384615384615","2024-03-12 09:28:00+00"
"928.5769230769231","2024-03-12 09:29:00+00"
"929","2024-03-12 09:30:00+00"
"920.6923076923077","2024-03-12 09:31:00+00"
"918.1538461538462","2024-03-12 09:32:00+00"
"901.3846153846154","2024-03-12 09:33:00+00"
"876","2024-03-12 09:34:00+00"
"867.5384615384615","2024-03-12 09:35:00+00"
"873.4615384615385","2024-03-12 09:36:00+00"
"877.6923076923077","2024-03-12 09:37:00+00"
"871.5384615384615","2024-03-12 09:38:00+00"
"859","2024-03-12 09:39:00+00"
"865.3846153846154","2024-03-12 09:40:00+00"
"878","2024-03-12 09:41:00+00"
"885.4615384615385","2024-03-12 09:42:00+00"
"883.2307692307693","2024-03-12 09:43:00+00"
"880.2307692307693","2024-03-12 09:44:00+00"
"883.84","2024-03-12 09:45:00+00"
"885.8461538461538","2024-03-12 09:46:00+00"
"912.9230769230769","2024-03-12 09:47:00+00"
"915.9230769230769","2024-03-12 09:48:00+00"
"920.6153846153846","2024-03-12 09:49:00+00"
"902.5384615384615","2024-03-12 09:50:00+00"
"882.5384615384615","2024-03-12 09:51:00+00"
"861.6153846153846","2024-03-12 09:52:00+00"
"863.6923076923077","2024-03-12 09:53:00+00"
"869.5384615384615","2024-03-12 09:54:00+00"
"862.6153846153846","2024-03-12 09:55:00+00"
"870.3333333333334","2024-03-12 09:56:00+00"
"875.8076923076923","2024-03-12 09:57:00+00"
"876","2024-03-12 09:58:00+00"
"875.0769230769231","2024-03-12 09:59:00+00"
"875","2024-03-12 10:00:00+00"
"869.2307692307693","2024-03-12 10:01:00+00"
"864.1923076923077","2024-03-12 10:02:00+00"
"848.6153846153846","2024-03-12 10:03:00+00"
"841.5384615384615","2024-03-12 10:04:00+00"
"852.0769230769231","2024-03-12 10:05:00+00"
"864.5384615384615","2024-03-12 10:06:00+00"
"850.5769230769231","2024-03-12 10:07:00+00"
"845.2","2024-03-12 10:08:00+00"
"847.76","2024-03-12 10:09:00+00"
"848","2024-03-12 10:10:00+00"
"850.7692307692307","2024-03-12 10:11:00+00"
"861.1538461538462","2024-03-12 10:12:00+00"
"848.1538461538462","2024-03-12 10:13:00+00"
"833.1538461538462","2024-03-12 10:14:00+00"
"843.0769230769231","2024-03-12 10:15:00+00"
"847.6923076923077","2024-03-12 10:16:00+00"
"849.8461538461538","2024-03-12 10:17:00+00"
"857.3846153846154","2024-03-12 10:18:00+00"
"855.2307692307693","2024-03-12 10:19:00+00"
"863.3076923076923","2024-03-12 10:20:00+00"
"863.0769230769231","2024-03-12 10:21:00+00"
"868.5384615384615","2024-03-12 10:22:00+00"
"862.5384615384615","2024-03-12 10:23:00+00"
"865.6923076923077","2024-03-12 10:24:00+00"
"868.7692307692307","2024-03-12 10:25:00+00"
"881.9230769230769","2024-03-12 10:26:00+00"
"861.84","2024-03-12 10:27:00+00"
"872","2024-03-12 10:28:00+00"
"865.6153846153846","2024-03-12 10:29:00+00"
"885.3076923076923","2024-03-12 10:30:00+00"
"883.1538461538462","2024-03-12 10:31:00+00"
"882.0769230769231","2024-03-12 10:32:00+00"
"882.9230769230769","2024-03-12 10:33:00+00"
"875.6153846153846","2024-03-12 10:34:00+00"
"876.8461538461538","2024-03-12 10:35:00+00"
"909.3076923076923","2024-03-12 10:36:00+00"
"900.9230769230769","2024-03-12 10:37:00+00"
"889.8461538461538","2024-03-12 10:38:00+00"
"894.5384615384615","2024-03-12 10:39:00+00"
"885.7692307692307","2024-03-12 10:40:00+00"
"898.8461538461538","2024-03-12 10:41:00+00"
"888","2024-03-12 10:42:00+00"
"895.3076923076923","2024-03-12 10:43:00+00"
"906.1538461538462","2024-03-12 10:44:00+00"
"901.4615384615385","2024-03-12 10:45:00+00"
"905.6153846153846","2024-03-12 10:46:00+00"
"921.6923076923077","2024-03-12 10:47:00+00"
"912.8461538461538","2024-03-12 10:48:00+00"
"912.9230769230769","2024-03-12 10:49:00+00"
"898.2307692307693","2024-03-12 10:50:00+00"
"904.6923076923077","2024-03-12 10:51:00+00"
"881.9230769230769","2024-03-12 10:52:00+00"
"890.2307692307693","2024-03-12 10:53:00+00"
"883.6153846153846","2024-03-12 10:54:00+00"
"883.9230769230769","2024-03-12 10:55:00+00"
"872","2024-03-12 10:56:00+00"
"869.1538461538462","2024-03-12 10:57:00+00"
"870.8461538461538","2024-03-12 10:58:00+00"
"869.1538461538462","2024-03-12 10:59:00+00"
"870.8461538461538","2024-03-12 11:00:00+00"
"888.5384615384615","2024-03-12 11:01:00+00"
"868.7692307692307","2024-03-12 11:02:00+00"
"875.3076923076923","2024-03-12 11:03:00+00"
"868.6153846153846","2024-03-12 11:04:00+00"
"868.9230769230769","2024-03-12 11:05:00+00"
"883.7692307692307","2024-03-12 11:06:00+00"
"867.4615384615385","2024-03-12 11:07:00+00"
"856.7692307692307","2024-03-12 11:08:00+00"
"868","2024-03-12 11:09:00+00"
"857.9230769230769","2024-03-12 11:10:00+00"
"874.28","2024-03-12 11:11:00+00"
"879.6153846153846","2024-03-12 11:12:00+00"
"879.0769230769231","2024-03-12 11:13:00+00"
"874.3846153846154","2024-03-12 11:14:00+00"
"891.5384615384615","2024-03-12 11:15:00+00"
"893","2024-03-12 11:16:00+00"
"889.2962962962963","2024-03-12 11:17:00+00"
"871.6923076923077","2024-03-12 11:18:00+00"
"874.8461538461538","2024-03-12 11:19:00+00"
"869.4615384615385","2024-03-12 11:20:00+00"
"883.7692307692307","2024-03-12 11:21:00+00"
"882.2307692307693","2024-03-12 11:22:00+00"
"888.4615384615385","2024-03-12 11:23:00+00"
"877.9230769230769","2024-03-12 11:24:00+00"
"889","2024-03-12 11:25:00+00"
"871.5384615384615","2024-03-12 11:26:00+00"
"885.6923076923077","2024-03-12 11:27:00+00"
"869.4615384615385","2024-03-12 11:28:00+00"
"886.4615384615385","2024-03-12 11:29:00+00"
"859.3846153846154","2024-03-12 11:30:00+00"
"871.7692307692307","2024-03-12 11:31:00+00"
"867.4615384615385","2024-03-12 11:32:00+00"
"856.4230769230769","2024-03-12 11:33:00+00"
"885.8076923076923","2024-03-12 11:34:00+00"
"884.1153846153846","2024-03-12 11:35:00+00"
"889.7692307692307","2024-03-12 11:36:00+00"
"890","2024-03-12 11:37:00+00"
"868.8461538461538","2024-03-12 11:38:00+00"
"868","2024-03-12 11:39:00+00"
"851.3846153846154","2024-03-12 11:40:00+00"
"844.4615384615385","2024-03-12 11:41:00+00"
"854.1538461538462","2024-03-12 11:42:00+00"
"848.5384615384615","2024-03-12 11:43:00+00"
"845.2307692307693","2024-03-12 11:44:00+00"
"837.6153846153846","2024-03-12 11:45:00+00"
"819.4615384615385","2024-03-12 11:46:00+00"
"803.2307692307693","2024-03-12 11:47:00+00"
"802.9230769230769","2024-03-12 11:48:00+00"
"813.0833333333334","2024-03-12 11:49:00+00"
"797","2024-03-12 12:01:00+00"
"797.9230769230769","2024-03-12 12:02:00+00"
"796.1538461538462","2024-03-12 12:03:00+00"
"805.2307692307693","2024-03-12 12:04:00+00"
"815.2307692307693","2024-03-12 12:05:00+00"
"806.7692307692307","2024-03-12 12:06:00+00"
"821.6923076923077","2024-03-12 12:07:00+00"
"814.6923076923077","2024-03-12 12:08:00+00"
"811.2307692307693","2024-03-12 12:09:00+00"
"826.6923076923077","2024-03-12 12:10:00+00"
"844.6153846153846","2024-03-12 12:11:00+00"
"836.7692307692307","2024-03-12 12:12:00+00"
"835.0769230769231","2024-03-12 12:13:00+00"
"825.7692307692307","2024-03-12 12:14:00+00"
"838.8461538461538","2024-03-12 12:15:00+00"
"816.9230769230769","2024-03-12 12:16:00+00"
"826.5384615384615","2024-03-12 12:17:00+00"
"823.1538461538462","2024-03-12 12:18:00+00"
"818.1923076923077","2024-03-12 12:19:00+00"
"808.7692307692307","2024-03-12 12:20:00+00"
"819.0769230769231","2024-03-12 12:21:00+00"
"828.3076923076923","2024-03-12 12:22:00+00"
"828.0769230769231","2024-03-12 12:23:00+00"
"845.5384615384615","2024-03-12 12:24:00+00"
"833.1538461538462","2024-03-12 12:25:00+00"
"830.1538461538462","2024-03-12 12:26:00+00"
"842","2024-03-12 12:27:00+00"
"862.3846153846154","2024-03-12 12:28:00+00"
"852","2024-03-12 12:29:00+00"
"856.5384615384615","2024-03-12 12:30:00+00"
"841.3076923076923","2024-03-12 12:31:00+00"
"862.1538461538462","2024-03-12 12:32:00+00"
"868.6153846153846","2024-03-12 12:33:00+00"
"869","2024-03-12 12:34:00+00"
"865.3076923076923","2024-03-12 12:35:00+00"
"859.4615384615385","2024-03-12 12:36:00+00"
"852.5384615384615","2024-03-12 12:37:00+00"
"852","2024-03-12 12:38:00+00"
"863.0769230769231","2024-03-12 12:39:00+00"
"870.4615384615385","2024-03-12 12:40:00+00"
"868.2307692307693","2024-03-12 12:41:00+00"
"868","2024-03-12 12:42:00+00"
"868","2024-03-12 12:43:00+00"
"854.5384615384615","2024-03-12 12:44:00+00"
"844.3846153846154","2024-03-12 12:45:00+00"
"843.0384615384615","2024-03-12 12:46:00+00"
"852.6153846153846","2024-03-12 12:47:00+00"
"840.5","2024-03-12 12:48:00+00"
"850.1538461538462","2024-03-12 12:49:00+00"
"847.3076923076923","2024-03-12 12:50:00+00"
"828.5384615384615","2024-03-12 12:51:00+00"
"848.2307692307693","2024-03-12 12:52:00+00"
"821.3846153846154","2024-03-12 12:53:00+00"
"823.6153846153846","2024-03-12 12:54:00+00"
"836.9230769230769","2024-03-12 12:55:00+00"
"819.5384615384615","2024-03-12 12:56:00+00"
"808.7692307692307","2024-03-12 12:57:00+00"
"810.7692307692307","2024-03-12 12:58:00+00"
"817.4615384615385","2024-03-12 12:59:00+00"
"826.6538461538462","2024-03-12 13:00:00+00"
"831.8076923076923","2024-03-12 13:01:00+00"
"813.5384615384615","2024-03-12 13:02:00+00"
"814.7692307692307","2024-03-12 13:03:00+00"
"805.7692307692307","2024-03-12 13:04:00+00"
"806.8461538461538","2024-03-12 13:05:00+00"
"813.4615384615385","2024-03-12 13:06:00+00"
"816.7692307692307","2024-03-12 13:07:00+00"
"818.8461538461538","2024-03-12 13:08:00+00"
"847.6153846153846","2024-03-12 13:09:00+00"
"858.3076923076923","2024-03-12 13:10:00+00"
"857.1538461538462","2024-03-12 13:11:00+00"
"854.2307692307693","2024-03-12 13:12:00+00"
"857.6923076923077","2024-03-12 13:13:00+00"
"863.5384615384615","2024-03-12 13:14:00+00"
"852.9230769230769","2024-03-12 13:15:00+00"
"860.3076923076923","2024-03-12 13:16:00+00"
"861.9230769230769","2024-03-12 13:17:00+00"
"834.3076923076923","2024-03-12 13:18:00+00"
"837.5384615384615","2024-03-12 13:19:00+00"
"847.2307692307693","2024-03-12 13:20:00+00"
"879.7307692307693","2024-03-12 13:21:00+00"
"887.72","2024-03-12 13:22:00+00"
"876.9230769230769","2024-03-12 13:23:00+00"
"866.7407407407408","2024-03-12 13:24:00+00"
"860.4615384615385","2024-03-12 13:25:00+00"
"845.2307692307693","2024-03-12 13:26:00+00"
"844","2024-03-12 13:27:00+00"
"835.6923076923077","2024-03-12 13:28:00+00"
"840.5384615384615","2024-03-12 13:29:00+00"
"861.3076923076923","2024-03-12 13:30:00+00"
"852.8461538461538","2024-03-12 13:31:00+00"
"861.2307692307693","2024-03-12 13:32:00+00"
"849.0370370370371","2024-03-12 13:33:00+00"
"848","2024-03-12 13:34:00+00"
"859.0769230769231","2024-03-12 13:35:00+00"
"866.4615384615385","2024-03-12 13:36:00+00"
"879.5","2024-03-12 13:37:00+00"
"848.32","2024-03-12 13:38:00+00"
"836.8461538461538","2024-03-12 13:39:00+00"
"844.3076923076923","2024-03-12 13:40:00+00"
"851.4615384615385","2024-03-12 13:41:00+00"
"855.6923076923077","2024-03-12 13:42:00+00"
"852.3076923076923","2024-03-12 13:43:00+00"
"860.3076923076923","2024-03-12 13:44:00+00"
"842.5384615384615","2024-03-12 13:45:00+00"
"838.2307692307693","2024-03-12 13:46:00+00"
"839.8461538461538","2024-03-12 13:47:00+00"
"828.8888888888889","2024-03-12 13:48:00+00"
"832.8076923076923","2024-03-12 13:49:00+00"
"822.4230769230769","2024-03-12 13:50:00+00"
"834.5","2024-03-12 13:51:00+00"
"826.3461538461538","2024-03-12 13:52:00+00"
"842.6153846153846","2024-03-12 13:53:00+00"
"868","2024-03-12 13:54:00+00"
"863.5384615384615","2024-03-12 13:55:00+00"
"858.3846153846154","2024-03-12 13:56:00+00"
"834.9230769230769","2024-03-12 13:57:00+00"
"844.0769230769231","2024-03-12 13:58:00+00"
"845.9230769230769","2024-03-12 13:59:00+00"
"861.6923076923077","2024-03-12 14:00:00+00"
"869.4615384615385","2024-03-12 14:01:00+00"
"869.0769230769231","2024-03-12 14:02:00+00"
"865.3076923076923","2024-03-12 14:03:00+00"
"859.2307692307693","2024-03-12 14:04:00+00"
"873.4230769230769","2024-03-12 14:05:00+00"
"873.0384615384615","2024-03-12 14:06:00+00"
"868.1923076923077","2024-03-12 14:07:00+00"
"867.0769230769231","2024-03-12 14:08:00+00"
"855.9230769230769","2024-03-12 14:09:00+00"
"864.2307692307693","2024-03-12 14:10:00+00"
"884.3846153846154","2024-03-12 14:11:00+00"
"893.3846153846154","2024-03-12 14:12:00+00"
"881.0769230769231","2024-03-12 14:13:00+00"
"868.04","2024-03-12 14:14:00+00"
"875.3076923076923","2024-03-12 14:15:00+00"
"856.6153846153846","2024-03-12 14:16:00+00"
"861.4615384615385","2024-03-12 14:17:00+00"
"854.6153846153846","2024-03-12 14:18:00+00"
"842","2024-03-12 14:19:00+00"
"825.3076923076923","2024-03-12 14:20:00+00"
"831.68","2024-03-12 14:21:00+00"
"835.6923076923077","2024-03-12 14:22:00+00"
"848","2024-03-12 14:23:00+00"
"854.52","2024-03-12 14:24:00+00"
"839.3076923076923","2024-03-12 14:25:00+00"
"843.5384615384615","2024-03-12 14:26:00+00"
"851.3846153846154","2024-03-12 14:27:00+00"
"832.6153846153846","2024-03-12 14:28:00+00"
"837.4615384615385","2024-03-12 14:29:00+00"
"843.5384615384615","2024-03-12 14:30:00+00"
"854.1851851851852","2024-03-12 14:31:00+00"
"867.5","2024-03-12 14:32:00+00"
"867.04","2024-03-12 14:33:00+00"
"863.1538461538462","2024-03-12 14:34:00+00"
"855.3076923076923","2024-03-12 14:35:00+00"
"851.3076923076923","2024-03-12 14:36:00+00"
"863","2024-03-12 14:37:00+00"
"853.8461538461538","2024-03-12 14:38:00+00"
"829","2024-03-12 14:39:00+00"
"830.6923076923077","2024-03-12 14:40:00+00"
"838.3846153846154","2024-03-12 14:41:00+00"
"860.2307692307693","2024-03-12 14:42:00+00"
"874","2024-03-12 14:43:00+00"
"852.8846153846154","2024-03-12 14:44:00+00"
"855.8461538461538","2024-03-12 14:45:00+00"
"866.56","2024-03-12 14:46:00+00"
"864.2307692307693","2024-03-12 14:47:00+00"
"856.6153846153846","2024-03-12 14:48:00+00"
"856.9230769230769","2024-03-12 14:49:00+00"
"857.9230769230769","2024-03-12 14:50:00+00"
"856.1538461538462","2024-03-12 14:51:00+00"
"859.7037037037037","2024-03-12 14:52:00+00"
"868.6538461538462","2024-03-12 14:53:00+00"
"852.6538461538462","2024-03-12 14:54:00+00"
"848.1538461538462","2024-03-12 14:55:00+00"
"823","2024-03-12 14:56:00+00"
"832.5769230769231","2024-03-12 14:57:00+00"
"823.3846153846154","2024-03-12 14:58:00+00"
"821.1538461538462","2024-03-12 14:59:00+00"
"824.6923076923077","2024-03-12 15:00:00+00"
"855.4615384615385","2024-03-12 15:01:00+00"
"859.8461538461538","2024-03-12 15:02:00+00"
"861.8461538461538","2024-03-12 15:03:00+00"
"879.5384615384615","2024-03-12 15:04:00+00"
"881.9230769230769","2024-03-12 15:05:00+00"
"871.8461538461538","2024-03-12 15:06:00+00"
"894.0769230769231","2024-03-12 15:07:00+00"
"879.3846153846154","2024-03-12 15:08:00+00"
"868.7692307692307","2024-03-12 15:09:00+00"
"876.3076923076923","2024-03-12 15:10:00+00"
"889.5","2024-03-12 15:11:00+00"
"849.3846153846154","2024-03-12 15:12:00+00"
"838.6153846153846","2024-03-12 15:13:00+00"
"814","2024-03-12 15:14:00+00"
"819.3846153846154","2024-03-12 15:15:00+00"
"814.4615384615385","2024-03-12 15:16:00+00"
"822.3076923076923","2024-03-12 15:17:00+00"
"813.7407407407408","2024-03-12 15:18:00+00"
"811.0769230769231","2024-03-12 15:19:00+00"
"811","2024-03-12 15:20:00+00"
"816.5384615384615","2024-03-12 15:21:00+00"
"807.7692307692307","2024-03-12 15:22:00+00"
"816.2307692307693","2024-03-12 15:23:00+00"
"835.4615384615385","2024-03-12 15:24:00+00"
"850.4615384615385","2024-03-12 15:25:00+00"
"850.0769230769231","2024-03-12 15:26:00+00"
"845.3846153846154","2024-03-12 15:27:00+00"
"836.6923076923077","2024-03-12 15:28:00+00"
"852.56","2024-03-12 15:29:00+00"
"870.6153846153846","2024-03-12 15:30:00+00"
"860.9230769230769","2024-03-12 15:31:00+00"
"857.2307692307693","2024-03-12 15:32:00+00"
"867.1538461538462","2024-03-12 15:33:00+00"
"858.7407407407408","2024-03-12 15:34:00+00"
"857.0769230769231","2024-03-12 15:35:00+00"
"848.6923076923077","2024-03-12 15:36:00+00"
"832.6153846153846","2024-03-12 15:37:00+00"
"817.6","2024-03-12 15:38:00+00"
"813.2962962962963","2024-03-12 15:39:00+00"
"839.9230769230769","2024-03-12 15:40:00+00"
"850.6","2024-03-12 15:41:00+00"
"855.8076923076923","2024-03-12 15:42:00+00"
"860.6153846153846","2024-03-12 15:43:00+00"
"863.7692307692307","2024-03-12 15:44:00+00"
"875.5384615384615","2024-03-12 15:45:00+00"
"867.36","2024-03-12 15:46:00+00"
"867","2024-03-12 15:47:00+00"
"863.1538461538462","2024-03-12 15:48:00+00"
"857.2307692307693","2024-03-12 15:49:00+00"
"858.9230769230769","2024-03-12 15:50:00+00"
"857.08","2024-03-12 15:51:00+00"
"855.1538461538462","2024-03-12 15:52:00+00"
"871.6153846153846","2024-03-12 15:53:00+00"
"873","2024-03-12 15:54:00+00"
"873.9230769230769","2024-03-12 15:55:00+00"
"873.0769230769231","2024-03-12 15:56:00+00"
"895.2222222222222","2024-03-12 15:57:00+00"
"871.0384615384615","2024-03-12 15:58:00+00"
"869.0384615384615","2024-03-12 15:59:00+00"
"888.2307692307693","2024-03-12 16:00:00+00"
"896.3846153846154","2024-03-12 16:01:00+00"
"884.0769230769231","2024-03-12 16:02:00+00"
"895.9230769230769","2024-03-12 16:03:00+00"
"893.3076923076923","2024-03-12 16:04:00+00"
"905","2024-03-12 16:05:00+00"
"894.9230769230769","2024-03-12 16:06:00+00"
"899.5384615384615","2024-03-12 16:07:00+00"
"891.6923076923077","2024-03-12 16:08:00+00"
"894.6923076923077","2024-03-12 16:09:00+00"
"900.5384615384615","2024-03-12 16:10:00+00"
"899.1538461538462","2024-03-12 16:11:00+00"
"879.6153846153846","2024-03-12 16:12:00+00"
"894.6153846153846","2024-03-12 16:13:00+00"
"893.2307692307693","2024-03-12 16:14:00+00"
"907.4230769230769","2024-03-12 16:15:00+00"
"883.0769230769231","2024-03-12 16:16:00+00"
"894.8461538461538","2024-03-12 16:17:00+00"
"905.2307692307693","2024-03-12 16:18:00+00"
"895.8461538461538","2024-03-12 16:19:00+00"
"892.2307692307693","2024-03-12 16:20:00+00"
"891.0769230769231","2024-03-12 16:21:00+00"
"898.3846153846154","2024-03-12 16:22:00+00"
"923.9230769230769","2024-03-12 16:23:00+00"
"919.5185185185185","2024-03-12 16:24:00+00"
"941.1153846153846","2024-03-12 16:25:00+00"
"942.9615384615385","2024-03-12 16:26:00+00"
"927.3076923076923","2024-03-12 16:27:00+00"
"915.8461538461538","2024-03-12 16:28:00+00"
"918.6923076923077","2024-03-12 16:29:00+00"
"940.2307692307693","2024-03-12 16:30:00+00"
"928.1538461538462","2024-03-12 16:31:00+00"
"922.1923076923077","2024-03-12 16:32:00+00"
"925.84","2024-03-12 16:33:00+00"
"921.3846153846154","2024-03-12 16:34:00+00"
"916.3846153846154","2024-03-12 16:35:00+00"
"918.7692307692307","2024-03-12 16:36:00+00"
"907.9230769230769","2024-03-12 16:37:00+00"
"905.1538461538462","2024-03-12 16:38:00+00"
"909.6296296296297","2024-03-12 16:39:00+00"
"926.3461538461538","2024-03-12 16:40:00+00"
"924.2307692307693","2024-03-12 16:41:00+00"
"933.2307692307693","2024-03-12 16:42:00+00"
"922","2024-03-12 16:43:00+00"
"911.7692307692307","2024-03-12 16:44:00+00"
"909.1538461538462","2024-03-12 16:45:00+00"
"905.3076923076923","2024-03-12 16:46:00+00"
"883.7692307692307","2024-03-12 16:47:00+00"
"894.9230769230769","2024-03-12 16:48:00+00"
"890.4615384615385","2024-03-12 16:49:00+00"
"878","2024-03-12 16:50:00+00"
"886.2307692307693","2024-03-12 16:51:00+00"
"910.0769230769231","2024-03-12 16:52:00+00"
"918.4615384615385","2024-03-12 16:53:00+00"
"906.0769230769231","2024-03-12 16:54:00+00"
"901.3076923076923","2024-03-12 16:55:00+00"
"888.0769230769231","2024-03-12 16:56:00+00"
"891.6153846153846","2024-03-12 16:57:00+00"
"890.1538461538462","2024-03-12 16:58:00+00"
"900.5769230769231","2024-03-12 16:59:00+00"
"891.7692307692307","2024-03-12 17:00:00+00"
"899.3076923076923","2024-03-12 17:01:00+00"
"899.0769230769231","2024-03-12 17:02:00+00"
"897.1538461538462","2024-03-12 17:03:00+00"
"897","2024-03-12 17:04:00+00"
"908.0769230769231","2024-03-12 17:05:00+00"
"900.6923076923077","2024-03-12 17:06:00+00"
"899.0769230769231","2024-03-12 17:07:00+00"
"891.6153846153846","2024-03-12 17:08:00+00"
"884.5384615384615","2024-03-12 17:09:00+00"
"881.2307692307693","2024-03-12 17:10:00+00"
"892.0769230769231","2024-03-12 17:11:00+00"
"885.5925925925926","2024-03-12 17:12:00+00"
"887.88","2024-03-12 17:13:00+00"
"867.6923076923077","2024-03-12 17:14:00+00"
"874.3076923076923","2024-03-12 17:15:00+00"
"872.2307692307693","2024-03-12 17:16:00+00"
"872.9230769230769","2024-03-12 17:17:00+00"
"861","2024-03-12 17:18:00+00"
"849.8461538461538","2024-03-12 17:19:00+00"
"847.1538461538462","2024-03-12 17:20:00+00"
"856.2307692307693","2024-03-12 17:21:00+00"
"862.5384615384615","2024-03-12 17:22:00+00"
"873.1538461538462","2024-03-12 17:23:00+00"
"877.6923076923077","2024-03-12 17:24:00+00"
"865.9629629629629","2024-03-12 17:25:00+00"
"865.96","2024-03-12 17:26:00+00"
"855.8148148148148","2024-03-12 17:27:00+00"
"837.72","2024-03-12 17:28:00+00"
"858.2962962962963","2024-03-12 17:29:00+00"
"860.9615384615385","2024-03-12 17:30:00+00"
"845.3076923076923","2024-03-12 17:31:00+00"
"832","2024-03-12 17:32:00+00"
"835.6153846153846","2024-03-12 17:33:00+00"
"828.6153846153846","2024-03-12 17:34:00+00"
"813.2307692307693","2024-03-12 17:35:00+00"
"811.0769230769231","2024-03-12 17:36:00+00"
"812.8461538461538","2024-03-12 17:37:00+00"
"821.3076923076923","2024-03-12 17:38:00+00"
"833.0769230769231","2024-03-12 17:39:00+00"
"844.5769230769231","2024-03-12 17:40:00+00"
"831.56","2024-03-12 17:41:00+00"
"831.925925925926","2024-03-12 17:42:00+00"
"832.9615384615385","2024-03-12 17:43:00+00"
"825.3076923076923","2024-03-12 17:44:00+00"
"835.1538461538462","2024-03-12 17:45:00+00"
"834.1538461538462","2024-03-12 17:46:00+00"
"832.1538461538462","2024-03-12 17:47:00+00"
"844.9230769230769","2024-03-12 17:48:00+00"
"854.3076923076923","2024-03-12 17:49:00+00"
"836.5384615384615","2024-03-12 17:50:00+00"
"823.9230769230769","2024-03-12 17:51:00+00"
"847.9230769230769","2024-03-12 17:52:00+00"
"854.6153846153846","2024-03-12 17:53:00+00"
"850.3846153846154","2024-03-12 17:54:00+00"
"860.1538461538462","2024-03-12 17:55:00+00"
"855.4615384615385","2024-03-12 17:56:00+00"
"859.6153846153846","2024-03-12 17:57:00+00"
"867.3846153846154","2024-03-12 17:58:00+00"
"881.8461538461538","2024-03-12 17:59:00+00"
"876.5384615384615","2024-03-12 18:00:00+00"
"864","2024-03-12 18:01:00+00"
"855.6153846153846","2024-03-12 18:02:00+00"
"866.0769230769231","2024-03-12 18:03:00+00"
"863.3076923076923","2024-03-12 18:04:00+00"
"880.5384615384615","2024-03-12 18:05:00+00"
"863.5384615384615","2024-03-12 18:06:00+00"
"868.4615384615385","2024-03-12 18:07:00+00"
"873.6153846153846","2024-03-12 18:08:00+00"
"875.8461538461538","2024-03-12 18:09:00+00"
"879.6923076923077","2024-03-12 18:10:00+00"
"885.5384615384615","2024-03-12 18:11:00+00"
"883.2307692307693","2024-03-12 18:12:00+00"
"890.3846153846154","2024-03-12 18:13:00+00"
"886.3703703703703","2024-03-12 18:14:00+00"
"878.32","2024-03-12 18:15:00+00"
"884.4615384615385","2024-03-12 18:16:00+00"
"881.2962962962963","2024-03-12 18:17:00+00"
"890.6153846153846","2024-03-12 18:18:00+00"
"861.1923076923077","2024-03-12 18:19:00+00"
"856.16","2024-03-12 18:20:00+00"
"860.6153846153846","2024-03-12 18:21:00+00"
